Subject,Code,,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time,Stimuli_Order,High_Reward_Chosen,High_Loss_Chosen
LN_VTA_9,trial_61_neu_21_f1_f2_acum_r14_l5_task_1_sess_1,,Picture,[4034.74061756],[0],3,1,0,0.699780218,f1_f2,,
LN_VTA_9,trial_62_neu_22_f2_f1_acum_r14_l5_task_1_sess_1,,Picture,[4039.72253022],[0],3,2,0,0.621241292,f2_f1,,
LN_VTA_9,trial_63_rew_21_f1_f2_acum_r14_l5_task_1_sess_1,,Picture,[4044.73767053],[0],1,1,1,0.567611224,f1_f2,1,
LN_VTA_9,trial_64_neu_23_f1_f2_acum_r15_l5_task_1_sess_1,,Picture,[4049.73612157],[0],3,2,0,1.177192525,f1_f2,,
LN_VTA_9,trial_65_neu_24_f1_f2_acum_r15_l5_task_1_sess_1,,Picture,[4054.75144206],[0],3,1,0,0.484464368,f1_f2,,
LN_VTA_9,trial_66_los_21_f2_f1_acum_r15_l5_task_1_sess_1,,Picture,[4059.7331601],[0],2,1,-1,0.717837715,f2_f1,,0
LN_VTA_9,trial_67_rew_22_f2_f1_acum_r15_l6_task_1_sess_1,,Picture,[4064.7316309],[0],1,2,1,0.696942669,f2_f1,1,
LN_VTA_9,trial_68_los_22_f1_f2_acum_r16_l6_task_1_sess_1,,Picture,[4069.74691376],[0],2,1,0,0.889573326,f1_f2,,1
LN_VTA_9,trial_69_los_23_f1_f2_acum_r16_l6_task_1_sess_1,,Picture,[4074.72864131],[0],2,1,-1,0.773442284,f1_f2,,1
LN_VTA_9,trial_70_los_24_f2_f1_acum_r16_l7_task_1_sess_1,,Picture,[4079.72733676],[0],2,2,-1,1.419248431,f2_f1,,1
LN_VTA_9,trial_71_los_25_f1_f2_acum_r16_l8_task_1_sess_1,,Picture,[4084.74239687],[0],2,2,-1,1.132650598,f1_f2,,0
LN_VTA_9,trial_72_rew_23_f1_f2_acum_r16_l9_task_1_sess_1,,Picture,[4089.74086539],[0],1,1,1,0.619276864,f1_f2,1,
LN_VTA_9,trial_73_neu_25_f2_f1_acum_r17_l9_task_1_sess_1,,Picture,[4094.72271115],[0],3,2,0,0.974031575,f2_f1,,
LN_VTA_9,trial_74_los_26_f1_f2_acum_r17_l9_task_1_sess_1,,Picture,[4099.73804685],[0],2,2,0,0.768381829,f1_f2,,0
LN_VTA_9,trial_75_los_27_f1_f2_acum_r17_l9_task_1_sess_1,,Picture,[4104.73638993],[0],2,1,0,0.826377124,f1_f2,,1
LN_VTA_9,trial_76_rew_24_f2_f1_acum_r17_l9_task_1_sess_1,,Picture,[4109.71820452],[0],1,2,1,0.661642829,f2_f1,1,
LN_VTA_9,trial_77_neu_26_f1_f2_acum_r18_l9_task_1_sess_1,,Picture,[4114.73339995],[0],3,1,0,0.612180329,f1_f2,,
LN_VTA_9,trial_78_rew_25_f1_f2_acum_r18_l9_task_1_sess_1,,Picture,[4119.73187912],[0],1,1,1,0.547212987,f1_f2,1,
LN_VTA_9,trial_79_neu_27_f1_f2_acum_r19_l9_task_1_sess_1,,Picture,[4124.73041226],[0],3,1,0,1.190013764,f1_f2,,
LN_VTA_9,trial_80_neu_28_f1_f2_acum_r19_l9_task_1_sess_1,,Picture,[4129.72888382],[0],3,2,0,1.250888801,f1_f2,,
LN_VTA_9,trial_81_los_28_f2_f1_acum_r19_l9_task_1_sess_1,,Picture,[4134.72745688],[0],2,1,0,0.837861883,f2_f1,,0
LN_VTA_9,trial_82_neu_29_f1_f2_acum_r19_l9_task_1_sess_1,,Picture,[4139.7425683],[0],3,1,0,0.830095777,f1_f2,,
LN_VTA_9,trial_83_neu_30_f1_f2_acum_r19_l9_task_1_sess_1,,Picture,[4144.74108966],[0],3,1,0,0.565578946,f1_f2,,
LN_VTA_9,trial_84_neu_31_f2_f1_acum_r19_l9_task_1_sess_1,,Picture,[4149.72290729],[0],3,2,0,0.971228045,f2_f1,,
LN_VTA_9,trial_85_los_29_f2_f1_acum_r19_l9_task_1_sess_1,,Picture,[4154.73804152],[0],2,2,-1,0.950549093,f2_f1,,1
LN_VTA_9,trial_86_neu_32_f2_f1_acum_r19_l10_task_1_sess_1,,Picture,[4159.73658113],[0],3,2,0,0.908086959,f2_f1,,
LN_VTA_9,trial_87_neu_33_f1_f2_acum_r19_l10_task_1_sess_1,,Picture,[4164.71840446],[0],3,1,0,0.518108052,f1_f2,,
LN_VTA_9,trial_88_los_30_f2_f1_acum_r19_l10_task_1_sess_1,,Picture,[4169.73353946],[0],2,2,-1,0.765375509,f2_f1,,1
LN_VTA_9,trial_89_rew_26_f2_f1_acum_r19_l11_task_1_sess_1,,Picture,[4174.73212011],[0],1,2,1,0.755124409,f2_f1,1,
LN_VTA_9,trial_90_los_31_f1_f2_acum_r20_l11_task_1_sess_1,,Picture,[4179.73060194],[0],2,2,0,0.814385483,f1_f2,,0
LN_VTA_9,trial_91_neu_34_f2_f1_acum_r20_l11_task_1_sess_1,,Picture,[4184.72912824],[0],3,2,0,0.919990984,f2_f1,,
LN_VTA_9,trial_92_los_32_f2_f1_acum_r20_l11_task_1_sess_1,,Picture,[4189.72756483],[0],2,1,-1,1.069170071,f2_f1,,0
LN_VTA_9,trial_93_rew_27_f2_f1_acum_r20_l12_task_1_sess_1,,Picture,[4194.74282108],[0],1,2,1,0.53035931,f2_f1,1,
LN_VTA_9,trial_94_rew_28_f1_f2_acum_r21_l12_task_1_sess_1,,Picture,[4199.74143328],[0],1,1,1,0.595809017,f1_f2,1,
LN_VTA_9,trial_95_rew_29_f1_f2_acum_r22_l12_task_1_sess_1,,Picture,[4204.73981019],[0],1,1,0,0.592658254,f1_f2,1,
LN_VTA_9,trial_96_los_33_f1_f2_acum_r22_l12_task_1_sess_1,,Picture,[4209.73845091],[0],2,2,-1,0.773157199,f1_f2,,0
LN_VTA_9,trial_97_los_34_f1_f2_acum_r22_l13_task_1_sess_1,,Picture,[4214.73676054],[0],2,1,0,0.913493508,f1_f2,,1
LN_VTA_9,trial_98_rew_30_f2_f1_acum_r22_l13_task_1_sess_1,,Picture,[4219.73525073],[0],1,2,0,0.732565415,f2_f1,1,
LN_VTA_9,trial_99_neu_35_f1_f2_acum_r22_l13_task_1_sess_1,,Picture,[4224.73382834],[0],3,1,0,1.038071629,f1_f2,,
LN_VTA_9,trial_100_los_35_f2_f1_acum_r22_l13_task_1_sess_1,,Picture,[4229.73231929],[0],2,1,-1,0.791106553,f2_f1,,0
LN_VTA_9,trial_101_neu_36_f2_f1_acum_r22_l14_task_1_sess_1,,Picture,[4234.74761355],[0],3,2,0,0.735491911,f2_f1,,
LN_VTA_9,trial_102_rew_31_f1_f2_acum_r22_l14_task_1_sess_1,,Picture,[4239.72948364],[0],1,1,1,0.652012646,f1_f2,1,
LN_VTA_9,trial_103_neu_37_f2_f1_acum_r23_l14_task_1_sess_1,,Picture,[4244.72784877],[0],3,2,0,0.678783111,f2_f1,,
LN_VTA_9,trial_104_los_36_f2_f1_acum_r23_l14_task_1_sess_1,,Picture,[4249.74312821],[0],2,2,-1,0.906081099,f2_f1,,1
LN_VTA_9,trial_105_neu_38_f2_f1_acum_r23_l15_task_1_sess_1,,Picture,[4254.74161573],[0],3,2,0,1.109837307,f2_f1,,
LN_VTA_9,trial_106_neu_39_f2_f1_acum_r23_l15_task_1_sess_1,,Picture,[4259.72336229],[0],3,2,0,0.68886582,f2_f1,,
LN_VTA_9,trial_107_rew_32_f1_f2_acum_r23_l15_task_1_sess_1,,Picture,[4264.73849044],[0],1,1,0,0.584854707,f1_f2,1,
LN_VTA_9,trial_108_rew_33_f2_f1_acum_r23_l15_task_1_sess_1,,Picture,[4269.73696048],[0],1,2,0,0.687351827,f2_f1,1,
LN_VTA_9,trial_109_rew_34_f2_f1_acum_r23_l15_task_1_sess_1,,Picture,[4274.73568786],[0],1,2,1,0.481084396,f2_f1,1,
LN_VTA_9,trial_110_los_37_f2_f1_acum_r24_l15_task_1_sess_1,,Picture,[4279.73413928],[0],2,1,0,1.140987635,f2_f1,,0
LN_VTA_9,trial_111_rew_35_f2_f1_acum_r24_l15_task_1_sess_1,,Picture,[4284.7325504],[0],1,2,1,0.768544898,f2_f1,1,
LN_VTA_9,trial_112_rew_36_f2_f1_acum_r25_l15_task_1_sess_1,,Picture,[4289.74767893],[0],1,2,1,0.698810168,f2_f1,1,
LN_VTA_9,trial_113_rew_37_f2_f1_acum_r26_l15_task_1_sess_1,,Picture,[4294.729557],[0],1,2,1,1.054026717,f2_f1,1,
LN_VTA_9,trial_114_rew_38_f1_f2_acum_r27_l15_task_1_sess_1,,Picture,[4299.72816959],[0],1,1,0,0.50280429,f1_f2,1,
LN_VTA_9,trial_115_los_38_f2_f1_acum_r27_l15_task_1_sess_1,,Picture,[4304.74322894],[0],2,1,0,0.819627443,f2_f1,,0
LN_VTA_9,trial_116_los_39_f1_f2_acum_r27_l15_task_1_sess_1,,Picture,[4309.72501654],[0],2,2,-1,0.766512049,f1_f2,,0
LN_VTA_9,trial_117_neu_40_f2_f1_acum_r27_l16_task_1_sess_1,,Picture,[4314.74023934],[0],3,2,0,0.621504901,f2_f1,,
LN_VTA_9,trial_118_rew_39_f1_f2_acum_r27_l16_task_1_sess_1,,Picture,[4319.73869228],[0],1,1,1,0.615275026,f1_f2,1,
LN_VTA_9,trial_119_los_40_f1_f2_acum_r28_l16_task_1_sess_1,,Picture,[4324.73721098],[0],2,1,-1,1.04642254,f1_f2,,1
LN_VTA_9,trial_120_rew_40_f1_f2_acum_r28_l17_task_1_sess_1,,Picture,[4329.73589578],[0],1,1,0,0.648447368,f1_f2,1,
LN_VTA_9,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_2,,Picture,[4478.10817013],[0],3,1,0,0.683311597,f1_f2,,
LN_VTA_9,trial_2_los_1_f2_f1_acum_r0_l0_task_1_sess_2,,Picture,[4483.10654096],[0],2,1,-1,0.713054363,f2_f1,,0
LN_VTA_9,trial_3_los_2_f2_f1_acum_r0_l1_task_1_sess_2,,Picture,[4488.12167861],[0],2,1,0,0.908959891,f2_f1,,0
LN_VTA_9,trial_4_los_3_f1_f2_acum_r0_l1_task_1_sess_2,,Picture,[4493.10352324],[0],2,2,0,1.478230502,f1_f2,,0
LN_VTA_9,trial_5_rew_1_f1_f2_acum_r0_l1_task_1_sess_2,,Picture,[4498.10200012],[0],1,1,1,0.833943289,f1_f2,1,
LN_VTA_9,trial_6_los_4_f1_f2_acum_r1_l1_task_1_sess_2,,Picture,[4503.11719289],[0],2,1,-1,0.888406947,f1_f2,,1
LN_VTA_9,trial_7_los_5_f2_f1_acum_r1_l2_task_1_sess_2,,Picture,[4508.11571501],[0],2,1,-1,0.470591735,f2_f1,,0
LN_VTA_9,trial_8_rew_2_f1_f2_acum_r1_l3_task_1_sess_2,,Picture,[4513.09754063],[0],1,1,0,0.63118811,f1_f2,1,
LN_VTA_9,trial_9_neu_2_f2_f1_acum_r1_l3_task_1_sess_2,,Picture,[4518.11269842],[0],3,2,0,0.658657795,f2_f1,,
LN_VTA_9,trial_10_neu_3_f1_f2_acum_r1_l3_task_1_sess_2,,Picture,[4523.11121256],[0],3,1,0,0.344275733,f1_f2,,
LN_VTA_9,trial_11_rew_3_f2_f1_acum_r1_l3_task_1_sess_2,,Picture,[4528.10975444],[0],1,2,1,0.577781169,f2_f1,1,
LN_VTA_9,trial_12_rew_4_f1_f2_acum_r2_l3_task_1_sess_2,,Picture,[4533.10825489],[0],1,1,1,0.452494896,f1_f2,1,
LN_VTA_9,trial_13_rew_5_f2_f1_acum_r3_l3_task_1_sess_2,,Picture,[4538.1067314],[0],1,2,0,0.735642626,f2_f1,1,
LN_VTA_9,trial_14_los_6_f2_f1_acum_r3_l3_task_1_sess_2,,Picture,[4543.12195229],[0],2,1,0,0.516162629,f2_f1,,0
LN_VTA_9,trial_15_los_7_f2_f1_acum_r3_l3_task_1_sess_2,,Picture,[4548.10374104],[0],2,1,0,0.482108043,f2_f1,,0
LN_VTA_9,trial_16_neu_4_f1_f2_acum_r3_l3_task_1_sess_2,,Picture,[4553.10227266],[0],3,2,0,0.984277922,f1_f2,,
LN_VTA_9,trial_17_los_8_f1_f2_acum_r3_l3_task_1_sess_2,,Picture,[4558.11742932],[0],2,2,0,1.070344433,f1_f2,,0
LN_VTA_9,trial_18_neu_5_f1_f2_acum_r3_l3_task_1_sess_2,,Picture,[4563.11596474],[0],3,1,0,0.599762011,f1_f2,,
LN_VTA_9,trial_19_los_9_f1_f2_acum_r3_l3_task_1_sess_2,,Picture,[4568.1144211],[0],2,2,0,0.813282393,f1_f2,,0
LN_VTA_9,trial_20_rew_6_f2_f1_acum_r3_l3_task_1_sess_2,,Picture,[4573.1128976],[0],1,2,0,0.657332529,f2_f1,1,
LN_VTA_9,trial_21_rew_7_f2_f1_acum_r3_l3_task_1_sess_2,,Picture,[4578.11144975],[0],1,2,1,0.662494664,f2_f1,1,
LN_VTA_9,trial_22_neu_6_f1_f2_acum_r4_l3_task_1_sess_2,,Picture,[4583.10998251],[0],3,1,0,0.773135152,f1_f2,,
LN_VTA_9,trial_23_los_10_f1_f2_acum_r4_l3_task_1_sess_2,,Picture,[4588.10844001],[0],2,1,-1,0.824820938,f1_f2,,1
LN_VTA_9,trial_24_neu_7_f1_f2_acum_r4_l4_task_1_sess_2,,Picture,[4593.10692754],[0],3,1,0,0.699313438,f1_f2,,
LN_VTA_9,trial_25_los_11_f2_f1_acum_r4_l4_task_1_sess_2,,Picture,[4598.12210016],[0],2,1,0,0.611553711,f2_f1,,0
LN_VTA_9,trial_26_neu_8_f2_f1_acum_r4_l4_task_1_sess_2,,Picture,[4603.10398203],[0],3,2,0,0.586516185,f2_f1,,
LN_VTA_9,trial_27_rew_8_f2_f1_acum_r4_l4_task_1_sess_2,,Picture,[4608.11934357],[0],1,2,1,0.908970154,f2_f1,1,
LN_VTA_9,trial_28_rew_9_f1_f2_acum_r5_l4_task_1_sess_2,,Picture,[4613.11761444],[0],1,1,1,0.498234181,f1_f2,1,
LN_VTA_9,trial_29_rew_10_f1_f2_acum_r6_l4_task_1_sess_2,,Picture,[4618.1163498],[0],1,1,0,0.80408763,f1_f2,1,
LN_VTA_9,trial_30_neu_9_f2_f1_acum_r6_l4_task_1_sess_2,,Picture,[4623.11466133],[0],3,2,0,0.824636773,f2_f1,,
LN_VTA_9,trial_31_los_12_f1_f2_acum_r6_l4_task_1_sess_2,,Picture,[4628.11310743],[0],2,2,-1,0.773432021,f1_f2,,0
LN_VTA_9,trial_32_rew_11_f2_f1_acum_r6_l5_task_1_sess_2,,Picture,[4633.11181846],[0],1,2,1,1.08392837,f2_f1,1,
LN_VTA_9,trial_33_neu_10_f2_f1_acum_r7_l5_task_1_sess_2,,Picture,[4638.11016078],[0],3,1,0,0.649597022,f2_f1,,
LN_VTA_9,trial_34_rew_12_f1_f2_acum_r7_l5_task_1_sess_2,,Picture,[4643.10868328],[0],1,1,0,0.768305806,f1_f2,1,
LN_VTA_9,trial_35_rew_13_f1_f2_acum_r7_l5_task_1_sess_2,,Picture,[4648.12399161],[0],1,1,1,0.672996639,f1_f2,1,
LN_VTA_9,trial_36_los_13_f1_f2_acum_r8_l5_task_1_sess_2,,Picture,[4653.12236092],[0],2,2,-1,1.201469444,f1_f2,,0
LN_VTA_9,trial_37_neu_11_f1_f2_acum_r8_l6_task_1_sess_2,,Picture,[4658.10416943],[0],3,1,0,0.869952231,f1_f2,,
LN_VTA_9,trial_38_los_14_f2_f1_acum_r8_l6_task_1_sess_2,,Picture,[4663.10264403],[0],2,1,0,1.146267796,f2_f1,,0
LN_VTA_9,trial_39_los_15_f2_f1_acum_r8_l6_task_1_sess_2,,Picture,[4668.1180337],[0],2,2,0,1.166209136,f2_f1,,1
LN_VTA_9,trial_40_los_16_f1_f2_acum_r8_l6_task_1_sess_2,,Picture,[4673.09985932],[0],2,2,0,1.106715623,f1_f2,,0
LN_VTA_9,trial_41_los_17_f1_f2_acum_r8_l6_task_1_sess_2,,Picture,[4678.09814615],[0],2,1,-1,0.820644627,f1_f2,,1
LN_VTA_9,trial_42_rew_14_f2_f1_acum_r8_l7_task_1_sess_2,,Picture,[4683.11338149],[0],1,2,1,0.687069782,f2_f1,1,
LN_VTA_9,trial_43_neu_12_f2_f1_acum_r9_l7_task_1_sess_2,,Picture,[4688.11184659],[0],3,2,0,0.788428651,f2_f1,,
LN_VTA_9,trial_44_rew_15_f1_f2_acum_r9_l7_task_1_sess_2,,Picture,[4693.11039075],[0],1,1,1,0.419697726,f1_f2,1,
LN_VTA_9,trial_45_neu_13_f2_f1_acum_r10_l7_task_1_sess_2,,Picture,[4698.10886536],[0],3,2,0,0.639791036,f2_f1,,
LN_VTA_9,trial_46_neu_14_f2_f1_acum_r10_l7_task_1_sess_2,,Picture,[4703.10743727],[0],3,2,0,0.708353875,f2_f1,,
LN_VTA_9,trial_47_neu_15_f2_f1_acum_r10_l7_task_1_sess_2,,Picture,[4708.1225734],[0],3,1,0,0.996343305,f2_f1,,
LN_VTA_9,trial_48_neu_16_f1_f2_acum_r10_l7_task_1_sess_2,,Picture,[4713.1043515],[0],3,2,0,0.873318329,f1_f2,,
LN_VTA_9,trial_49_los_18_f2_f1_acum_r10_l7_task_1_sess_2,,Picture,[4718.10284207],[0],2,1,0,0.664811838,f2_f1,,0
LN_VTA_9,trial_50_neu_17_f1_f2_acum_r10_l7_task_1_sess_2,,Picture,[4723.11802268],[0],3,1,0,0.677690854,f1_f2,,
LN_VTA_9,trial_51_rew_16_f2_f1_acum_r10_l7_task_1_sess_2,,Picture,[4728.09988289],[0],1,2,1,1.243795307,f2_f1,1,
LN_VTA_9,trial_52_neu_18_f2_f1_acum_r11_l7_task_1_sess_2,,Picture,[4733.11511595],[0],3,2,0,0.569645023,f2_f1,,
LN_VTA_9,trial_53_los_19_f1_f2_acum_r11_l7_task_1_sess_2,,Picture,[4738.11359549],[0],2,2,-1,0.712719673,f1_f2,,0
LN_VTA_9,trial_54_neu_19_f1_f2_acum_r11_l8_task_1_sess_2,,Picture,[4743.11210203],[0],3,1,0,0.53560146,f1_f2,,
LN_VTA_9,trial_55_rew_17_f2_f1_acum_r11_l8_task_1_sess_2,,Picture,[4748.11053748],[0],1,2,0,0.68154996,f2_f1,1,
LN_VTA_9,trial_56_rew_18_f1_f2_acum_r11_l8_task_1_sess_2,,Picture,[4753.10911091],[0],1,1,1,0.53506835,f1_f2,1,
LN_VTA_9,trial_57_rew_19_f2_f1_acum_r12_l8_task_1_sess_2,,Picture,[4758.1075418],[0],1,2,1,0.482991427,f2_f1,1,
LN_VTA_9,trial_58_rew_20_f1_f2_acum_r13_l8_task_1_sess_2,,Picture,[4763.12275281],[0],1,1,1,0.508604826,f1_f2,1,
LN_VTA_9,trial_59_neu_20_f2_f1_acum_r14_l8_task_1_sess_2,,Picture,[4768.1045503],[0],3,2,0,0.513913876,f2_f1,,
LN_VTA_9,trial_60_los_20_f2_f1_acum_r14_l8_task_1_sess_2,,Picture,[4773.10312982],[0],2,1,0,0.683793201,f2_f1,,0
LN_VTA_9,trial_61_neu_21_f1_f2_acum_r14_l8_task_1_sess_2,,Picture,[4778.11836668],[0],3,1,0,0.540360485,f1_f2,,
LN_VTA_9,trial_62_los_21_f2_f1_acum_r14_l8_task_1_sess_2,,Picture,[4783.10013946],[0],2,2,-1,1.188837692,f2_f1,,1
LN_VTA_9,trial_63_los_22_f2_f1_acum_r14_l9_task_1_sess_2,,Picture,[4788.11529688],[0],2,1,0,0.67584046,f2_f1,,0
LN_VTA_9,trial_64_los_23_f1_f2_acum_r14_l9_task_1_sess_2,,Picture,[4793.11381102],[0],2,2,0,0.853788651,f1_f2,,0
LN_VTA_9,trial_65_rew_21_f1_f2_acum_r14_l9_task_1_sess_2,,Picture,[4798.11228372],[0],1,1,1,0.538211321,f1_f2,1,
LN_VTA_9,trial_66_los_24_f1_f2_acum_r15_l9_task_1_sess_2,,Picture,[4803.1108218],[0],2,2,0,0.660761535,f1_f2,,0
LN_VTA_9,trial_67_los_25_f2_f1_acum_r15_l9_task_1_sess_2,,Picture,[4808.10929679],[0],2,1,-1,0.6696275,f2_f1,,0
LN_VTA_9,trial_68_rew_22_f1_f2_acum_r15_l10_task_1_sess_2,,Picture,[4813.12441847],[0],1,1,0,0.4786587,f1_f2,1,
LN_VTA_9,trial_69_neu_22_f2_f1_acum_r15_l10_task_1_sess_2,,Picture,[4818.12299457],[0],3,1,0,0.626817372,f2_f1,,
LN_VTA_9,trial_70_neu_23_f1_f2_acum_r15_l10_task_1_sess_2,,Picture,[4823.10484223],[0],3,1,0,0.629556282,f1_f2,,
LN_VTA_9,trial_71_rew_23_f2_f1_acum_r15_l10_task_1_sess_2,,Picture,[4828.10327008],[0],1,2,1,0.760469,f2_f1,1,
LN_VTA_9,trial_72_rew_24_f1_f2_acum_r16_l10_task_1_sess_2,,Picture,[4833.1184811],[0],1,1,1,0.589947662,f1_f2,1,
LN_VTA_9,trial_73_rew_25_f2_f1_acum_r17_l10_task_1_sess_2,,Picture,[4838.10029873],[0],1,2,0,0.971637618,f2_f1,1,
LN_VTA_9,trial_74_los_26_f2_f1_acum_r17_l10_task_1_sess_2,,Picture,[4843.11551963],[0],2,1,0,0.595749339,f2_f1,,0
LN_VTA_9,trial_75_los_27_f2_f1_acum_r17_l10_task_1_sess_2,,Picture,[4848.11406227],[0],2,1,0,0.487165077,f2_f1,,0
LN_VTA_9,trial_76_neu_24_f1_f2_acum_r17_l10_task_1_sess_2,,Picture,[4853.11255018],[0],3,1,0,0.651677005,f1_f2,,
LN_VTA_9,trial_77_los_28_f1_f2_acum_r17_l10_task_1_sess_2,,Picture,[4858.11099285],[0],2,2,0,1.191094618,f1_f2,,0
LN_VTA_9,trial_78_neu_25_f1_f2_acum_r17_l10_task_1_sess_2,,Picture,[4863.10948114],[0],3,1,0,0.551523097,f1_f2,,
LN_VTA_9,trial_79_los_29_f1_f2_acum_r17_l10_task_1_sess_2,,Picture,[4868.10798463],[0],2,2,0,0.533207313,f1_f2,,0
LN_VTA_9,trial_80_rew_26_f2_f1_acum_r17_l10_task_1_sess_2,,Picture,[4873.10650485],[0],1,2,0,0.572864397,f2_f1,1,
LN_VTA_9,trial_81_rew_27_f2_f1_acum_r17_l10_task_1_sess_2,,Picture,[4878.10500986],[0],1,2,1,0.552644053,f2_f1,1,
LN_VTA_9,trial_82_neu_26_f1_f2_acum_r18_l10_task_1_sess_2,,Picture,[4883.12018363],[0],3,1,0,0.491223742,f1_f2,,
LN_VTA_9,trial_83_los_30_f1_f2_acum_r18_l10_task_1_sess_2,,Picture,[4888.11873881],[0],2,2,0,0.548353138,f1_f2,,0
LN_VTA_9,trial_84_neu_27_f1_f2_acum_r18_l10_task_1_sess_2,,Picture,[4893.1005439],[0],3,1,0,0.320096883,f1_f2,,
LN_VTA_9,trial_85_los_31_f2_f1_acum_r18_l10_task_1_sess_2,,Picture,[4898.1157477],[0],2,2,-1,0.596539026,f2_f1,,1
LN_VTA_9,trial_86_neu_28_f2_f1_acum_r18_l11_task_1_sess_2,,Picture,[4903.11424017],[0],3,2,0,0.73505573,f2_f1,,
LN_VTA_9,trial_87_rew_28_f2_f1_acum_r18_l11_task_1_sess_2,,Picture,[4908.12942875],[0],1,2,1,0.664201185,f2_f1,1,
LN_VTA_9,trial_88_rew_29_f1_f2_acum_r19_l11_task_1_sess_2,,Picture,[4913.11121142],[0],1,1,1,0.499271322,f1_f2,1,
LN_VTA_9,trial_89_rew_30_f1_f2_acum_r20_l11_task_1_sess_2,,Picture,[4918.10971073],[0],1,1,0,0.641400818,f1_f2,1,
LN_VTA_9,trial_90_neu_29_f2_f1_acum_r20_l11_task_1_sess_2,,Picture,[4923.12488753],[0],3,2,0,0.688478294,f2_f1,,
LN_VTA_9,trial_91_los_32_f1_f2_acum_r20_l11_task_1_sess_2,,Picture,[4928.10673824],[0],2,2,-1,0.67029498,f1_f2,,0
LN_VTA_9,trial_92_rew_31_f2_f1_acum_r20_l12_task_1_sess_2,,Picture,[4933.10531205],[0],1,2,1,1.368007379,f2_f1,1,
LN_VTA_9,trial_93_neu_30_f2_f1_acum_r21_l12_task_1_sess_2,,Picture,[4938.12045731],[0],3,2,0,0.572244812,f2_f1,,
LN_VTA_9,trial_94_rew_32_f1_f2_acum_r21_l12_task_1_sess_2,,Picture,[4943.11895206],[0],1,1,0,0.452145381,f1_f2,1,
LN_VTA_9,trial_95_rew_33_f1_f2_acum_r21_l12_task_1_sess_2,,Picture,[4948.10070849],[0],1,1,1,0.526314709,f1_f2,1,
LN_VTA_9,trial_96_los_33_f1_f2_acum_r22_l12_task_1_sess_2,,Picture,[4953.11591191],[0],2,2,-1,0.562249529,f1_f2,,0
LN_VTA_9,trial_97_neu_31_f1_f2_acum_r22_l13_task_1_sess_2,,Picture,[4958.11444695],[0],3,1,0,0.490340358,f1_f2,,
LN_VTA_9,trial_98_los_34_f2_f1_acum_r22_l13_task_1_sess_2,,Picture,[4963.1129588],[0],2,2,0,0.574599997,f2_f1,,1
LN_VTA_9,trial_99_los_35_f2_f1_acum_r22_l13_task_1_sess_2,,Picture,[4968.11142048],[0],2,2,0,1.120161009,f2_f1,,1
LN_VTA_9,trial_101_los_37_f1_f2_acum_r22_l13_task_1_sess_2,,Picture,[4978.10858179],[0],2,2,0,0.444833322,f1_f2,,0
LN_VTA_9,trial_102_rew_34_f2_f1_acum_r22_l13_task_1_sess_2,,Picture,[4983.10698417],[0],1,2,1,0.898208752,f2_f1,1,
LN_VTA_9,trial_103_neu_32_f2_f1_acum_r23_l13_task_1_sess_2,,Picture,[4988.10545802],[0],3,2,0,0.996507704,f2_f1,,
LN_VTA_9,trial_104_rew_35_f1_f2_acum_r23_l13_task_1_sess_2,,Picture,[4993.12065155],[0],1,1,1,0.615401033,f1_f2,1,
LN_VTA_9,trial_105_neu_33_f2_f1_acum_r24_l13_task_1_sess_2,,Picture,[4998.11916074],[0],3,2,0,0.490072187,f2_f1,,
LN_VTA_9,trial_106_neu_34_f2_f1_acum_r24_l13_task_1_sess_2,,Picture,[5003.10094302],[0],3,2,0,0.491330174,f2_f1,,
LN_VTA_9,trial_107_neu_35_f2_f1_acum_r24_l13_task_1_sess_2,,Picture,[5008.11615746],[0],3,2,0,0.476646948,f2_f1,,
LN_VTA_9,trial_108_neu_36_f1_f2_acum_r24_l13_task_1_sess_2,,Picture,[5013.11470885],[0],3,1,0,0.464875013,f1_f2,,
LN_VTA_9,trial_109_los_38_f2_f1_acum_r24_l13_task_1_sess_2,,Picture,[5018.0964668],[0],2,2,-1,0.84343169,f2_f1,,1
LN_VTA_9,trial_110_neu_37_f1_f2_acum_r24_l14_task_1_sess_2,,Picture,[5023.11162156],[0],3,1,0,0.717500744,f1_f2,,
LN_VTA_9,trial_111_rew_36_f2_f1_acum_r24_l14_task_1_sess_2,,Picture,[5028.1102638],[0],1,2,1,0.710963927,f2_f1,1,
LN_VTA_9,trial_112_neu_38_f2_f1_acum_r25_l14_task_1_sess_2,,Picture,[5033.1086886],[0],3,2,0,0.911684166,f2_f1,,
LN_VTA_9,trial_113_los_39_f1_f2_acum_r25_l14_task_1_sess_2,,Picture,[5038.10716625],[0],2,2,-1,0.631756571,f1_f2,,0
LN_VTA_9,trial_114_neu_39_f1_f2_acum_r25_l15_task_1_sess_2,,Picture,[5043.10564427],[0],3,1,0,0.691352145,f1_f2,,
LN_VTA_9,trial_115_rew_37_f2_f1_acum_r25_l15_task_1_sess_2,,Picture,[5048.12086593],[0],1,2,0,0.465020026,f2_f1,1,
LN_VTA_9,trial_116_rew_38_f1_f2_acum_r25_l15_task_1_sess_2,,Picture,[5053.11933103],[0],1,1,1,0.436050222,f1_f2,1,
