Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time
VTA_LN_VTA12_ses1,trial_11_los_5_f1_f2_acum_r1_l2_task_2_sess_1,Picture,[8727.8077285],[0],2,[2],-1,1.1844148000018322
VTA_LN_VTA12_ses1,trial_12_rew_3_f1_f2_acum_r1_l3_task_2_sess_1,Picture,[8732.8071402],[0],1,[2],0,1.4060436499985371
VTA_LN_VTA12_ses1,trial_14_los_6_f1_f2_acum_r1_l3_task_2_sess_1,Picture,[8742.8074469],[0],2,[2],0,1.26475174999905
VTA_LN_VTA12_ses1,trial_15_los_7_f1_f2_acum_r1_l3_task_2_sess_1,Picture,[8747.8073742],[0],2,[2],0,1.1438422500013985
VTA_LN_VTA12_ses1,trial_16_rew_4_f2_f1_acum_r1_l3_task_2_sess_1,Picture,[8752.8074175],[0],1,[1],0,1.4408862500004034
VTA_LN_VTA12_ses1,trial_17_neu_6_f1_f2_acum_r1_l3_task_2_sess_1,Picture,[8757.8060833],[0],3,[1],0,0.9681801499991707
VTA_LN_VTA12_ses1,trial_18_rew_5_f1_f2_acum_r1_l3_task_2_sess_1,Picture,[8762.8070018],[0],1,[1],1,1.3160777500015683
VTA_LN_VTA12_ses1,trial_19_neu_7_f1_f2_acum_r2_l3_task_2_sess_1,Picture,[8767.8068713],[0],3,[2],0,1.4352407500009576
VTA_LN_VTA12_ses1,trial_20_neu_8_f1_f2_acum_r2_l3_task_2_sess_1,Picture,[8772.8063559],[0],3,[2],0,1.2346897499992338
VTA_LN_VTA12_ses1,trial_21_los_8_f2_f1_acum_r2_l3_task_2_sess_1,Picture,[8777.8074306],[0],2,[1],0,1.1036184999993566
VTA_LN_VTA12_ses1,trial_22_neu_9_f1_f2_acum_r2_l3_task_2_sess_1,Picture,[8782.8064506],[0],3,[2],0,1.3655655000002298
VTA_LN_VTA12_ses1,trial_24_neu_11_f2_f1_acum_r2_l3_task_2_sess_1,Picture,[8792.8065552],[0],3,[2],0,1.0183940499991877
VTA_LN_VTA12_ses1,trial_25_los_9_f2_f1_acum_r2_l3_task_2_sess_1,Picture,[8797.8075909],[0],2,[1],0,1.214443000000756
VTA_LN_VTA12_ses1,trial_26_neu_12_f2_f1_acum_r2_l3_task_2_sess_1,Picture,[8802.8070101],[0],3,[1],0,1.174032699998861
VTA_LN_VTA12_ses1,trial_27_neu_13_f1_f2_acum_r2_l3_task_2_sess_1,Picture,[8807.8063163],[0],3,[2],0,0.8947817999978724
VTA_LN_VTA12_ses1,trial_28_los_10_f2_f1_acum_r2_l3_task_2_sess_1,Picture,[8812.8075733],[0],2,[2],-1,0.5094427999993059
